,altitude_mean_meters,Aroma,Flavor,Aftertaste,Acidity,Body,Variety,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Moisture,Country.of.Origin,Category.One.Defects,Category.Two.Defects,Total.Cup.Points
1083,600.0,7.25,7.25,7.17,7.25,7.25,Typica,7.25,10.0,10.0,10.0,7.0,0.11,Taiwan,0,0,80.42
1084,1050.0,6.92,7.17,7.08,7.5,7.33,Typica,7.17,10.0,10.0,10.0,7.25,0.1,Mexico,2,4,80.42
1085,1550.0,7.42,7.08,7.08,7.33,7.25,Caturra,7.17,10.0,10.0,10.0,7.08,0.12,Mexico,4,16,80.42
1087,1700.0,7.25,7.17,7.0,7.25,7.42,Bourbon,7.08,10.0,10.0,10.0,7.17,0.13,"Tanzania, United Republic Of",0,5,80.33
1089,600.0,7.25,7.25,7.08,7.25,7.25,Yellow Bourbon,7.25,10.0,10.0,10.0,7.0,0.11,Taiwan,0,0,80.33
1090,1310.64,7.33,7.33,6.83,7.5,7.0,Bourbon,7.17,10.0,10.0,10.0,7.17,0.11,Guatemala,1,4,80.33
1091,940.0,7.25,7.08,7.08,7.33,7.33,Typica,7.17,10.0,10.0,10.0,7.08,0.11,Mexico,0,21,80.33
1094,995.0,7.17,7.33,7.42,7.08,7.0,Catuai,7.0,10.0,10.0,10.0,7.25,0.11,Brazil,0,1,80.25
1095,1400.0,7.25,7.25,7.0,7.0,7.42,Caturra,7.0,10.0,10.0,10.0,7.33,0.1,Honduras,0,4,80.25
1096,1600.0,7.25,7.17,7.0,7.33,7.33,Caturra,7.0,10.0,10.0,10.0,7.17,0.1,Mexico,0,2,80.25
1097,914.4,8.0,7.08,7.0,7.33,7.08,Other,6.92,10.0,10.0,10.0,6.83,0.11,Myanmar,1,26,80.25
1099,900.0,7.08,6.92,7.0,7.25,7.5,Caturra,7.25,10.0,10.0,10.0,7.25,0.11,Nicaragua,0,2,80.25
1102,700.0,7.25,7.08,7.25,7.25,7.17,Typica,7.25,10.0,10.0,10.0,7.0,0.11,Taiwan,0,0,80.25
1103,1400.0,7.0,7.17,7.33,7.33,7.0,Caturra,7.17,10.0,10.0,10.0,7.25,0.11,Guatemala,1,12,80.25
1104,808.0,7.58,7.33,7.17,7.25,6.75,Caturra,7.0,10.0,10.0,10.0,7.17,0.11,Mexico,2,8,80.25
1105,1550.0,7.42,7.25,7.25,7.58,7.42,Catimor,7.33,8.67,10.0,10.0,7.25,0.0,Vietnam,0,2,80.17
1106,1187.5,7.17,7.08,7.08,7.33,7.25,Caturra,7.08,10.0,10.0,10.0,7.17,0.11,Nicaragua,0,2,80.17
1107,1400.0,7.25,7.25,7.0,7.17,7.08,Catuai,7.08,10.0,10.0,10.0,7.33,0.11,Honduras,0,0,80.17
1108,1310.64,7.33,7.33,7.0,7.17,7.17,Bourbon,7.17,10.0,10.0,10.0,7.0,0.11,Guatemala,0,2,80.17
1109,1250.0,7.33,7.08,6.92,7.42,7.25,Typica,7.08,10.0,10.0,10.0,7.08,0.11,Mexico,0,2,80.17
1110,1550.0,7.58,7.42,7.33,7.5,7.08,Typica,7.17,8.67,10.0,10.0,7.42,0.14,Mexico,1,2,80.17
1111,1000.0,7.33,7.33,7.17,7.08,7.25,Bourbon,7.0,10.0,10.0,10.0,7.0,0.12,Mexico,0,12,80.17
1112,1310.64,7.33,7.33,7.0,7.33,7.0,Bourbon,7.0,10.0,10.0,10.0,7.17,0.11,Guatemala,0,5,80.17
1114,1100.0,7.17,7.17,7.0,7.17,7.25,Bourbon,7.25,10.0,10.0,10.0,7.08,0.11,Brazil,0,5,80.08
1115,850.0,7.42,7.25,7.25,7.17,7.0,Typica,7.0,10.0,10.0,10.0,7.0,0.07,Taiwan,0,0,80.08
1117,200.0,7.25,7.25,7.25,7.25,7.08,Typica,7.0,10.0,10.0,10.0,7.0,0.11,Taiwan,0,0,80.08
1118,150.0,7.25,7.25,7.25,7.0,7.25,Typica,7.08,10.0,10.0,10.0,7.0,0.11,Taiwan,0,0,80.08
1119,250.0,7.25,7.25,7.25,7.08,7.17,Typica,7.08,10.0,10.0,10.0,7.0,0.11,Taiwan,0,0,80.08
1120,1300.0,7.33,7.17,7.25,7.08,7.08,Typica,7.08,10.0,10.0,10.0,7.08,0.15,Mexico,0,0,80.08
1121,1300.0,7.25,7.08,7.0,7.17,7.33,Typica,7.17,10.0,10.0,10.0,7.08,0.14,Mexico,1,17,80.08
1122,1250.0,7.33,7.08,6.92,7.08,7.42,Caturra,7.17,10.0,10.0,10.0,7.0,0.1,Nicaragua,0,5,80.0
1124,1400.0,7.58,7.75,7.42,7.5,7.5,Typica,7.5,8.67,8.67,10.0,7.42,0.0,Mexico,0,2,80.0
1125,250.0,7.25,7.25,7.25,7.0,7.25,Typica,7.0,10.0,10.0,10.0,7.0,0.11,Taiwan,0,0,80.0
1127,1250.0,7.25,7.25,7.08,7.17,7.33,Typica,7.33,9.33,10.0,10.0,7.25,0.12,Mexico,0,9,80.0
1128,1100.0,7.08,7.33,7.0,7.33,7.08,Other,7.0,10.0,10.0,10.0,7.17,0.11,Mexico,0,12,80.0
1132,1300.0,7.33,7.08,7.08,7.33,7.42,Bourbon,7.17,9.33,10.0,10.0,7.17,0.12,Mexico,0,4,79.92
1133,1100.0,7.17,7.17,6.92,7.25,7.33,Other,7.08,10.0,10.0,10.0,7.0,0.12,Mexico,1,7,79.92
1134,1100.0,7.5,7.17,7.0,7.17,7.25,Bourbon,7.08,10.0,10.0,10.0,6.75,0.0,Mexico,0,0,79.92
1135,1100.0,7.17,7.08,7.08,7.08,7.5,Catuai,7.33,9.33,10.0,10.0,7.33,0.11,Mexico,0,3,79.92
1136,1250.0,7.33,7.25,7.0,7.42,7.17,Typica,7.17,9.33,10.0,10.0,7.25,0.12,Mexico,0,6,79.92
1137,1250.0,7.17,7.33,7.08,7.58,7.33,Mundo Novo,7.08,10.0,9.33,10.0,7.0,0.11,Mexico,0,0,79.92
1139,1500.0,7.0,7.08,7.0,7.17,7.25,SL34,7.25,10.0,10.0,10.0,7.08,0.11,Kenya,0,5,79.83
1140,1700.0,7.33,7.25,6.92,7.33,7.25,Bourbon,7.33,9.33,10.0,10.0,7.08,0.1,Guatemala,0,2,79.83
1141,1250.0,6.83,7.17,7.17,6.92,7.5,Caturra,7.08,10.0,10.0,10.0,7.17,0.11,Nicaragua,0,0,79.83
1142,1300.0,7.17,7.08,7.0,7.25,7.5,Typica,7.0,10.0,10.0,10.0,6.83,0.12,Mexico,0,3,79.83
1145,1000.0,7.75,7.33,7.17,7.33,7.67,Typica,7.83,9.33,9.33,8.67,7.33,0.0,Taiwan,0,0,79.75
1146,600.0,7.08,7.08,7.25,7.0,7.17,Typica,7.17,10.0,10.0,10.0,7.0,0.1,Taiwan,0,0,79.75
1149,1100.0,7.58,7.5,7.67,7.75,7.67,Catuai,7.58,8.0,8.0,10.0,8.0,0.1,Costa Rica,0,4,79.75
1150,1400.0,7.58,7.08,7.0,7.0,7.5,Typica,6.92,10.0,10.0,10.0,6.67,0.12,Mexico,0,4,79.75
1151,1022.0,7.58,7.08,6.92,7.58,7.5,Bourbon,6.92,10.0,9.33,10.0,6.83,0.13,Mexico,0,4,79.75
1152,1300.0,7.25,7.08,7.0,7.17,7.17,Bourbon,7.08,10.0,10.0,10.0,7.0,0.12,Mexico,0,5,79.75
1153,1450.0,7.25,7.17,7.17,7.08,7.17,Bourbon,7.0,10.0,10.0,10.0,6.92,0.14,Mexico,0,0,79.75
1154,1050.0,7.33,7.25,7.0,7.08,7.08,Typica,7.0,10.0,10.0,10.0,7.0,0.1,Mexico,1,22,79.75
1156,1100.0,7.25,6.83,6.92,7.08,7.25,Typica,7.08,10.0,10.0,10.0,7.33,0.12,Mexico,0,7,79.75
1157,1219.2,7.42,7.42,7.25,7.58,7.42,Bourbon,7.33,9.33,9.33,9.33,7.25,0.1,Guatemala,0,1,79.67
1158,1250.0,7.25,7.08,7.0,6.83,7.33,Bourbon,7.17,10.0,10.0,10.0,7.0,0.0,El Salvador,0,12,79.67
1160,1310.64,7.5,7.0,6.83,7.08,7.08,Bourbon,7.17,10.0,10.0,10.0,7.0,0.11,Guatemala,0,6,79.67
1161,1400.0,7.42,7.25,6.83,7.58,7.17,Typica,6.58,10.0,10.0,10.0,6.83,0.12,Mexico,0,6,79.67
1162,975.0,7.33,7.17,7.0,6.75,7.08,Caturra,7.0,10.0,10.0,10.0,7.33,0.13,Mexico,5,6,79.67
1163,1264.0,6.92,7.17,7.17,7.17,7.08,Mundo Novo,7.08,10.0,10.0,10.0,7.08,0.0,Mexico,0,9,79.67
1165,1250.0,7.08,7.0,6.92,7.33,7.25,Typica,7.08,10.0,10.0,10.0,6.92,0.12,Mexico,0,11,79.58
1166,1550.0,7.25,6.92,6.92,7.33,7.25,Caturra,7.0,10.0,10.0,10.0,6.92,0.13,Mexico,0,5,79.58
1169,1050.0,6.92,6.92,7.0,7.42,7.25,Caturra,7.0,10.0,10.0,10.0,7.0,0.12,Nicaragua,0,6,79.5
1170,700.0,6.92,7.0,7.17,7.0,7.42,Typica,7.0,10.0,10.0,10.0,7.0,0.0,Taiwan,0,1,79.5
1171,1550.0,7.83,7.5,7.42,7.42,7.67,Caturra,7.5,10.0,6.67,10.0,7.5,0.0,Colombia,0,2,79.5
1172,1550.0,7.25,7.08,6.92,7.25,7.58,Caturra,7.08,9.33,10.0,10.0,7.0,0.12,Mexico,1,20,79.5
1173,1100.0,7.25,7.33,7.0,7.25,7.17,Typica,7.17,9.33,10.0,10.0,7.0,0.12,Mexico,0,5,79.5
1174,1219.2,7.08,7.33,7.25,7.58,7.33,Bourbon,7.42,9.33,9.33,9.33,7.42,0.1,Guatemala,0,2,79.42
1175,1219.2,7.25,7.33,6.83,7.0,7.0,Other,7.17,10.0,10.0,10.0,6.83,0.1,Guatemala,1,4,79.42
1176,800.0,7.0,6.83,6.83,7.42,7.33,Typica,7.17,10.0,10.0,10.0,6.83,0.13,Mexico,0,30,79.42
1178,1200.0,7.42,7.25,6.75,7.25,7.42,Caturra,7.25,9.33,9.33,10.0,7.33,0.0,Colombia,0,3,79.33
1179,950.0,7.0,7.0,6.83,7.33,7.42,Typica,6.92,10.0,10.0,10.0,6.83,0.14,Mexico,0,23,79.33
1180,750.0,7.42,7.17,7.08,7.17,7.08,Typica,7.08,9.33,10.0,10.0,7.0,0.14,Mexico,0,19,79.33
1182,850.0,7.08,6.83,6.83,7.25,7.42,Typica,7.08,10.0,10.0,10.0,6.75,0.11,Taiwan,0,0,79.25
1183,1000.0,7.0,7.0,6.92,7.17,7.17,Bourbon,7.08,10.0,10.0,10.0,6.92,0.13,Mexico,0,10,79.25
1184,1219.2,7.33,7.42,7.33,7.42,7.5,Bourbon,7.42,8.67,9.33,9.33,7.42,0.1,Guatemala,0,0,79.17
1185,1650.0,7.58,7.0,6.75,6.92,7.0,Catuai,6.92,10.0,10.0,10.0,7.0,0.11,Honduras,0,5,79.17
1186,1320.0,7.08,7.0,6.92,7.42,7.0,Bourbon,6.92,10.0,10.0,10.0,6.83,0.11,Guatemala,0,6,79.17
1187,1550.0,7.25,7.17,6.75,7.25,7.0,Catuai,6.92,10.0,10.0,10.0,6.83,0.11,Guatemala,0,6,79.17
1189,1550.0,7.25,7.08,6.92,7.08,7.17,Typica,7.17,9.33,10.0,10.0,7.17,0.14,Mexico,0,8,79.17
1190,1450.0,7.17,6.92,6.92,7.08,7.17,Typica,7.0,10.0,10.0,10.0,6.92,0.14,Mexico,0,34,79.17
1191,1200.0,6.75,6.75,6.83,7.25,7.58,Typica,7.08,10.0,10.0,10.0,6.92,0.01,Mexico,0,8,79.17
1192,1700.0,7.58,7.67,7.42,7.42,7.67,Bourbon,7.67,8.67,8.67,8.67,7.67,0.1,Guatemala,0,1,79.08
1193,853.44,7.42,7.08,6.75,7.33,7.33,Other,6.92,10.0,9.33,10.0,6.92,0.13,United States (Puerto Rico),0,0,79.08
1194,1500.0,7.33,7.0,6.92,7.25,7.33,Typica,7.08,9.33,10.0,10.0,6.83,0.16,Mexico,0,2,79.08
1195,1100.0,7.25,7.08,6.75,7.33,7.42,Mundo Novo,7.0,9.33,10.0,10.0,6.92,0.11,Mexico,0,45,79.08
1196,1200.0,7.17,7.25,7.25,7.17,7.25,Typica,7.08,9.33,9.33,10.0,7.25,0.1,Mexico,0,0,79.08
1198,1219.2,7.33,7.17,6.58,7.42,7.08,Other,6.83,10.0,10.0,10.0,6.58,0.12,Guatemala,0,3,79.0
1199,1350.0,7.0,7.0,7.0,7.0,7.0,Pacas,7.0,10.0,10.0,10.0,7.0,0.11,Honduras,0,12,79.0
1200,1400.0,7.67,7.17,7.08,7.25,8.0,Typica,7.5,8.67,9.33,9.33,7.0,0.0,Peru,0,4,79.0
1201,1300.0,6.75,7.08,6.67,7.25,7.17,Mundo Novo,7.08,10.0,10.0,10.0,7.0,0.12,Mexico,0,12,79.0
1202,1550.0,7.5,7.17,6.92,7.5,7.25,Typica,7.0,8.67,10.0,10.0,7.0,0.14,Mexico,3,17,79.0
1203,12.0,7.17,6.83,6.83,7.25,7.17,Typica,6.92,10.0,10.0,10.0,6.83,0.14,Mexico,7,38,79.0
1204,1300.0,7.33,7.0,6.75,7.08,7.17,Typica,7.25,9.33,10.0,10.0,7.0,0.12,Mexico,0,8,78.92
1205,1400.0,7.5,7.0,6.92,7.08,6.92,Typica,6.75,10.0,10.0,10.0,6.75,0.16,Mexico,0,0,78.92
1206,1100.0,7.17,7.0,6.92,7.0,7.0,Caturra,7.0,10.0,10.0,10.0,6.75,0.1,Nicaragua,0,4,78.83
1208,1310.64,7.33,7.08,6.33,7.25,7.0,Bourbon,7.0,10.0,10.0,10.0,6.75,0.12,Guatemala,1,8,78.75
1209,1320.0,7.25,6.83,6.83,7.0,7.17,Typica,7.0,10.0,10.0,10.0,6.67,0.14,Mexico,0,0,78.75
1210,1250.0,7.25,7.33,7.17,7.25,7.08,Typica,7.0,8.67,10.0,10.0,7.0,0.14,Mexico,0,0,78.75
1211,1350.0,7.67,7.17,6.83,7.33,7.58,Bourbon,7.17,9.33,10.0,8.67,7.0,0.12,Mexico,0,0,78.75
1212,1850.0,7.0,6.92,6.83,7.17,7.17,Typica,7.17,10.0,10.0,9.33,7.08,0.0,China,0,5,78.67
1213,1150.0,6.92,6.92,6.67,7.25,7.17,Caturra,6.92,10.0,10.0,10.0,6.83,0.13,Mexico,0,2,78.67
1216,1219.2,7.33,7.17,6.92,7.58,7.25,Other,7.17,8.67,9.33,10.0,7.17,0.12,Guatemala,0,3,78.58
1217,800.0,6.83,6.75,7.17,7.25,7.0,Typica,6.92,10.0,10.0,10.0,6.67,0.1,Taiwan,0,0,78.58
1218,1400.0,7.0,7.0,6.75,7.33,6.92,Typica,6.92,10.0,10.0,10.0,6.67,0.13,Mexico,0,1,78.58
1219,1300.0,7.92,7.58,7.58,7.92,7.92,Typica,7.5,8.0,6.67,10.0,7.5,0.1,Mexico,0,1,78.58
1221,1600.0,7.25,6.75,6.92,6.92,7.25,Bourbon,7.58,9.33,9.33,10.0,7.17,0.0,Mexico,0,0,78.5
1222,1400.0,7.08,6.83,6.83,7.0,7.0,Typica,6.92,10.0,10.0,10.0,6.83,0.12,Mexico,0,14,78.5
1223,1200.0,7.25,7.17,7.0,6.83,7.58,Caturra,7.08,8.67,10.0,10.0,6.92,0.13,Mexico,1,3,78.5
1225,1500.0,7.58,7.17,7.0,7.17,7.33,Typica,7.0,8.0,10.0,10.0,7.17,0.14,Mexico,0,0,78.42
1227,1219.2,7.17,6.5,6.67,7.0,7.17,Other,7.17,10.0,10.0,10.0,6.67,0.1,Guatemala,0,2,78.33
1228,1310.64,7.17,7.17,6.5,7.17,7.0,Bourbon,6.83,10.0,10.0,10.0,6.5,0.11,Guatemala,1,4,78.33
1229,1300.0,7.25,7.25,7.0,7.5,7.33,Typica,7.42,8.0,9.33,10.0,7.75,0.13,Mexico,31,47,78.33
1233,1300.0,6.92,6.83,6.92,6.92,6.92,Java,6.83,10.0,10.0,10.0,6.83,0.13,Indonesia,0,1,78.17
1234,1050.0,7.08,6.83,6.67,7.25,7.25,Typica,6.92,10.0,9.33,10.0,6.75,0.11,Mexico,0,3,78.08
1235,650.0,7.5,7.08,7.33,7.17,7.5,Yellow Bourbon,7.5,6.67,10.0,10.0,7.25,0.0,Taiwan,3,4,78.0
1236,1350.0,6.83,7.0,6.67,7.0,7.0,Pacas,6.83,10.0,10.0,10.0,6.67,0.11,Honduras,2,6,78.0
1238,1219.2,7.42,7.25,6.83,7.33,7.0,Other,6.92,9.33,9.33,9.33,7.25,0.1,Guatemala,1,2,78.0
1239,1200.0,7.33,7.17,6.92,7.08,7.33,Typica,7.0,9.33,9.33,9.33,7.17,0.1,China,0,28,78.0
1240,1310.64,7.0,6.83,6.83,7.17,6.67,Bourbon,6.83,10.0,10.0,10.0,6.67,0.11,Guatemala,3,9,78.0
1241,850.0,7.25,7.33,7.0,7.0,7.25,Other,7.08,10.0,10.0,8.0,7.08,0.12,Mexico,2,7,78.0
1243,1200.0,7.5,7.25,7.42,7.0,7.08,Caturra,6.83,8.67,9.33,10.0,6.83,0.12,Costa Rica,2,4,77.92
1244,1248.0,7.42,7.25,7.0,7.0,7.25,Typica,7.08,8.0,10.0,10.0,6.92,0.11,Mexico,0,3,77.92
1248,1310.64,7.0,6.83,6.67,7.17,6.83,Bourbon,6.83,10.0,10.0,10.0,6.5,0.11,Guatemala,0,2,77.83
1249,775.0,7.17,6.75,6.58,7.33,7.33,Typica,7.17,9.33,9.33,10.0,6.67,0.11,Taiwan,0,0,77.67
1251,1300.0,7.17,6.75,6.58,6.75,6.83,Typica,6.75,10.0,10.0,10.0,6.67,0.13,Mexico,0,3,77.5
1252,1310.64,7.08,6.92,6.33,7.0,6.92,Bourbon,7.0,10.0,10.0,10.0,6.17,0.11,Guatemala,2,15,77.42
1253,890.0,7.5,7.33,7.42,7.58,7.58,Bourbon,6.92,8.0,8.0,10.0,7.0,0.0,Brazil,0,3,77.33
1254,1219.2,7.33,7.0,6.83,7.17,7.17,Other,7.17,9.33,9.33,9.33,6.67,0.1,Guatemala,1,2,77.33
1255,1500.0,7.33,7.0,6.67,7.0,6.92,Typica,6.92,9.33,9.33,10.0,6.83,0.15,Mexico,4,5,77.33
1256,825.0,6.83,6.83,6.83,6.75,6.92,Typica,6.92,9.33,10.0,10.0,6.83,0.1,Haiti,0,1,77.25
1258,1200.0,7.08,7.0,7.0,7.25,7.33,Other,7.25,8.67,8.67,10.0,6.92,0.12,Mexico,1,11,77.17
1259,1200.0,7.42,7.75,7.42,7.67,7.92,Caturra,7.83,8.67,5.33,9.33,7.67,0.0,Peru,7,9,77.0
1261,1200.0,6.67,6.33,6.42,6.83,7.0,Typica,6.92,10.0,10.0,10.0,6.58,0.0,Mexico,0,0,76.75
1263,1100.0,7.17,6.58,6.58,7.0,7.25,Typica,6.58,9.33,9.33,10.0,6.58,0.13,Mexico,0,14,76.42
1264,1310.64,7.5,7.0,6.83,7.5,7.17,Bourbon,7.33,8.67,8.67,8.67,7.0,0.11,Guatemala,0,8,76.33
1268,1400.0,7.42,7.0,6.83,7.08,6.92,Typica,6.83,7.33,10.0,10.0,6.75,0.16,Mexico,2,4,76.17
1270,1250.0,7.08,6.83,6.83,7.17,7.17,Bourbon,7.08,10.0,7.33,10.0,6.58,0.12,Mexico,0,12,76.08
1271,1350.0,6.83,6.83,6.67,6.83,7.0,Pacas,6.83,9.33,8.67,10.0,7.0,0.11,Honduras,0,7,76.0
1274,1310.64,7.92,7.58,7.17,7.58,7.33,Bourbon,7.17,8.0,8.0,8.0,6.83,0.11,Guatemala,0,15,75.58
1276,1100.0,7.5,7.25,6.92,7.0,7.17,Pacamara,6.83,8.0,8.0,10.0,6.83,0.11,Mexico,4,20,75.5
1277,1200.0,7.17,6.92,6.67,6.83,7.25,Mundo Novo,7.75,10.0,6.0,10.0,6.58,0.11,Mexico,0,20,75.17
1278,1100.0,7.25,6.83,6.67,7.08,7.17,Other,6.83,10.0,6.67,10.0,6.67,0.12,Mexico,0,8,75.17
1279,1280.0,7.17,7.17,6.83,7.17,7.42,Typica,6.67,8.67,7.33,10.0,6.75,0.13,Mexico,23,29,75.17
1280,850.0,7.0,6.92,6.75,6.92,7.17,Typica,6.83,10.0,6.67,10.0,6.75,0.14,Mexico,15,7,75.0
1281,1500.0,7.08,6.75,6.58,7.0,7.0,Typica,6.75,8.67,8.67,10.0,6.42,0.17,Mexico,0,6,74.92
1282,1250.0,7.33,6.75,6.67,7.25,7.5,Typica,7.0,10.0,5.33,10.0,7.0,0.12,Mexico,0,30,74.83
1285,1700.0,7.08,7.0,6.83,7.5,7.33,Typica,6.83,8.0,7.33,10.0,6.75,0.12,Mexico,0,7,74.67
1287,1310.64,6.5,6.33,6.5,7.5,7.33,Bourbon,6.83,8.67,10.0,8.67,6.0,0.11,Guatemala,1,1,74.33
1288,1140.0,7.0,6.58,6.67,6.83,7.08,Typica,6.83,10.0,6.67,10.0,6.67,0.14,Mexico,3,11,74.33
1289,1200.0,6.92,6.42,6.17,7.33,7.25,Typica,6.75,10.0,6.67,10.0,6.5,0.13,Mexico,0,27,74.0
1290,1250.0,7.67,7.0,7.17,7.58,7.33,Typica,7.33,10.0,2.67,10.0,7.08,0.12,Mexico,0,19,73.83
1293,1350.0,7.0,7.17,6.83,7.17,7.0,Pacas,7.17,8.0,8.0,8.0,7.08,0.11,Honduras,1,16,73.42
1294,1200.0,7.08,7.08,6.92,7.08,6.92,Typica,6.92,8.0,8.0,8.0,6.92,0.0,Mexico,1,1,72.92
1298,1200.0,6.33,6.5,6.33,6.83,6.33,Caturra,6.5,10.0,6.67,10.0,6.25,0.11,Costa Rica,0,7,71.75
1299,800.0,6.92,6.92,6.92,6.92,7.17,Mundo Novo,7.0,10.0,2.67,10.0,6.58,0.12,Mexico,4,24,71.08
1300,1800.0,6.5,6.67,6.42,7.17,7.33,Bourbon,6.5,8.0,6.0,10.0,6.42,0.11,Mexico,0,0,71.0
1301,1000.0,6.92,7.0,6.83,6.92,7.42,Typica,6.92,6.0,6.0,10.0,6.75,0.12,Mexico,0,1,70.75
1303,1450.0,6.67,6.5,6.17,6.67,6.83,Catuai,6.17,8.0,8.0,8.0,6.33,0.1,Honduras,0,4,69.33
1304,1450.0,7.0,6.17,6.17,6.67,6.5,Catuai,6.17,8.0,8.0,8.0,6.5,0.1,Honduras,0,3,69.17
1305,1450.0,7.0,6.33,6.17,6.5,6.67,Catuai,6.17,8.0,8.0,8.0,6.33,0.1,Honduras,0,4,69.17
1306,900.0,7.08,6.83,6.25,7.42,7.25,Bourbon,6.75,10.0,0.0,10.0,6.75,0.11,Mexico,0,20,68.33
1307,350.0,6.75,6.58,6.42,6.67,7.08,Typica,6.67,9.33,6.0,6.0,6.42,0.14,Haiti,8,16,67.92
1308,1100.0,7.25,6.58,6.33,6.25,6.42,Caturra,6.08,6.0,6.0,6.0,6.17,0.13,Nicaragua,1,5,63.08
1309,1417.32,7.5,6.67,6.67,7.67,7.33,Catuai,6.67,8.0,1.33,1.33,6.67,0.1,Guatemala,0,4,59.83
